company,description,address,website,email,phone,products
Sanders Family Winery,"Established in 1988, Jack Sanders founded the first modern winery in Pahrump. Our family has been growing grapes in Pahrump for nearly three decades. The tradition continues with the completion of our new stunning Renaissance Tuscan style Winery, Visitors Center and Performing Arts Amphitheater. We have tasting, tours, events and entertainment.
Nestled on the southern side of the Town of Pahrump, (about 45 minutes from the famous Las Vegas Strip) Sanders Winery offers stunning panoramic mountain views. The Winery is bordered on each side by the beautiful Spring Mountains to the East, and the colorful Nopah Range defining the Nevada-California border to the West.","3780 East Kellogg Road, Pahrump, NV 89061",http://sanderswinery.com/3001.html,jack@sanderswinery.com,775-727-1776,"grapes, wine"
Sanford Ranch Beef,"We are delighted to share Sanford Ranch’s delicious beef with our customers. Our family-owned ranch is located in the agricultural community of Fallon, Nevada. We are a family team, working side by side on our ranch where our meat products are raised without the use of growth hormones, steroids, antibiotics, fillers or added colorings, and with access to pasture for their entire life. We believe that this provides ultra-fresh and wholesome food to share with your family. Our focus is to provide superior quality beef on a family-friendly budget. We understand the desire to feed your family high-quality, nutritious meat without breaking the bank.","760 Lazy Heart Lane, Fallon, NV 89406",http://www.sanford-ranch.com/,csanford@churchillda.org,775-240-6462,beef
Shelly’s Lavender Farm,"Michelle “Shelly” has lived in Sandy Valley, NV, for 20 years. Nestled in a Valley with beautiful sunsets, Shelly has found a peaceful place to enjoy what she loves the most, gardening and spending time her animals.
Shelly’s Lavender Farm is home to several varieties and over 300 lavender plants. In addition to lavender plants, Shelly has herbs and garlic, berries and fruit trees, lilacs, roses, cutting flowers, wildflowers and cacti growing. Plenty of critters around here too!! Dogs, a cat, chickens and ducks and future peacocks.
Shelly’s lavender is hand harvested at peak bloom and offered in fresh or dried bundles. Plants are available for local pickup only.","1080 Mallite Ave, Sandy Valley, NV 89019",None,shellyfox068@aol.com,702-807-2628,lavender
Sierra Flower Farm,"We are an urban, family flower farm nestled in the Carson Valley of Northern Nevada.
Our farm isn’t the typical farm of rolling acres, but rather, we’re a tiny urban farm.  We love to get our hands dirty and sweat on our brows.  We are involved in the flowers from sowing the seed to getting the end product in your hands.  We only have about 2,500 square feet of growing space but we space intensely and succession plant.  With our limited space, we get choosy with the flowers.  We source the highest quality of seeds, corms, tubers and bulbs from U.S companies and small-scale farmers.  We love growing the unusual and heirloom varieties.
We are conscious of our impact on the environment and the ecosystem within our gardens and beyond.  We are committed to only using sustainable growing practices.  By that, we mean, we are committed to adding to the earth’s health, not depleting it.  Before our flowers become bouquets and centerpieces for you, they are food sources and homes to the bees and other beneficial insects. This approach is more unpredictable but much more rewarding; the blooms are more fragrant, long lasting, and simply beautiful.
Tulips, Anemones, Ranunculus, oh my!  We have many exciting offerings from our bouquet subscriptions to custom floral designs for the special events in your life.  Please visit our website to see our newest and latest happenings!
Know your farmer and your florist in one!","Gardnerville, NV 89410",http://www.sierraflowerfarm.com/,jessica@sierraflowerfarm.com,775-400-0507,fresh flowers
Sierra Nevada Hemp Company,"The weather in Northern Nevada is perfect for hemp crop production. And to our good fortune, hemp not only loves it here, but Nevada’s high desert climate is ideal for coaxing high CBD resin out of the soil and into flowers. High elevation sunshine and cold fall nights are a perfect combination for ripening dense resinous flowers.
Starting with certified hemp seed, our seedlings are kept in a controlled greenhouse environment until big enough to be transplanted directly into the ground to finish their grow cycle.  We feed our plants with only top-quality organic fertilizers so that our customers get the purest, highest quality products possible.
Our raw hemp and full spectrum CBD products are made with our own USDA certified organic hemp and are USDA compliant. That means they contain less than .3% THC. We provide third party Certificate of Analysis, including CBD content, total cannabinoids and terpene profile.","3598 Green Acres Drive, Carson City NV 89705",https://sierra-nv-hemp.myshopify.com/,austin@SierraNVhemp.com,(775) 450 - 8165,"bath/body products, hemp"
Silver Run Farm,"Established in 1977, our pomegranate orchard harvests in October and November each year. We offer u-pick and drive-up services.","6901 N. Jones Blvd, Las Vegas, NV 89131",None,kmontuori7@gmail.com,702-755-3836,pomegranates
Silver Sage Honey,"We are a family-owned and operated apiary selling honey, cut comb, beeswax products and pollen. We also offer pollination services and swarm removal.","967 Alpine Dr, Spring Creek, NV 89815",None,silversagehoney@hotmail.com,775-397-2228,"bee pollen, beeswax, honey"
Silver Valley Farm Pumpkins,"Silver Valley Pumpkins is part of a greater journey for creating a special and unique experience for the Reno/Sparks community. Come visit our 5-acre pumpkin patch with over 45 varieties of pumpkins, 5-acre corn maze, hay rides, bounce houses, slides, inflatable obstacle courses, huge tire jungle, authentic mining flume, gold panning, and a train on tracks that grows each year!","3995 Bacon Rind Road, Reno, NV 89510",None,richard@silvervalleyllc.com,775-225-7952,pumpkins
Slanted Porch,"Here at the Slanted Porch, we are committed to bringing the “farm to table” way of dining here to Fallon.  In addition to our restaurant, we have a small farm growing vegetables almost year around, including a hoop house right next to the restaurant. Those veggies will make their way through our restaurant to bring our customers the freshest and most delicious meals possible.
Buying from other local farms and letting our menu follow the seasons, we support the sustainability of local farms and our local economy not to mention our environment. Come taste the Nevada seasons!","310 South Taylor St., Fallon, NV 89406",https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.slantedporch.com%2F%3Ffbclid%3DIwAR392jyYxGBPPbKOR1TgmCSsFvuZ9eKdPdw8bHtZZayg84ol2CK3jFreSTw&h=AT1QrRSEtXAC_BeZg6J-gjZO5hG_umE5lw8O8fq6Efyzb9D9tpG0Ueqm3sKtUg2QYlI3WOEjfdhWFPCoNJLXDBMEZ7C0u8fdexXPmzJC2JWrYV6wrW0bEpvHxfsr_Au5AHI,slantedporch@cccomm.net,775-423-4489,"beets, carrots, fresh herbs, garlic, green beans, leeks, lettuce, onions, parsnips, potatoes, spinach, tomatoes, turnips"
Smith Ranch,"Our family farm in Orovada enjoys the peaceful serenity of remote, rural Nevada, located in the northern part of the state, miles and miles from large cities. We offer alfalfa hay, teff hay, and alfalfa/grass mix hay. We also raise natural pasture beef and lamb. Order early in the fall of the year as we sell out of all our animals.","35505 Kings River Rd., Orovada, NV 89425",None,nevadanancyjo@gmail.com,775-859-0315,"beef, hay/straw, lamb"
Smith Valley Dairy,"Smith Valley Dairy is a family-owned dairy farm located in pristine Smith Valley. The farm was built on the ideas and principles of sustainability. With several innovative water recycling systems, a state-of-the-art manure separating system and energy-efficient lighting with individual operating switches on each corral, Smith Valley Dairy has become an operation that is one-of-a-kind not only in the state of Nevada, but in the United States as well.
At Smith Valley Dairy, we understand the importance of protecting our land, water and air because it’s the very foundation for our generation, our kid’s generation and the many more to come. During the spring of 2014, owner Dirk Vlot was honored with an award from Dairy Farmers of America, for reputable environmental stewardship and commendable herd management on the dairy operation. Dirk and his wife of 25 years have raised five children, settling their roots deep into the heart of agriculture.
The Vlot family heritage has a strong agriculture background and has been a part of the dairy industry since the early 1800s where we started milking cows in the countryside of the Netherlands. It was in the early 1990s that the dream became a reality for Dirk and his wife Valerie. You can find more about our story by following this link. https://www.youtube.com/watch?v=2MsWMouVwnU
At Smith Valley Dairy we hold our standards high and treat our animals with only the utmost respect. We understand that “Happy Cows are Healthy Cows”. We have several animal wellness programs in place on our farm along with DFA’s Gold Standard Dairy Program. Smith Valley Dairy strives to produce quality, wholesome milk while preserving the environment and promoting our local and national economies.
We invite you to learn the facts about our industry at http://www.dairyfarmingtoday.org/Learn-More/FactsandFigures/Pages/FactsFigures.aspx and http://dairygood.org/
Thanks for reading!","40 Hunewill Lane, Wellington, NV 89444",None,smithvalleydairy@aol.com,(559) 706-2350,milk
Smith Valley FFA,"Our farm located at Smith Valley High School in Smith features an orchard of more than 60 fruit trees, blackberries, grapes, greenhouse production and animal husbandry. We sell our produce and meat to help support our program. If you’re looking for a Thanksgiving turkey, put your name on the list early. They sell out fast!","20 Day Lane, Smith, NV 89430",http://smithvalleyffa.theaet.com/AETHome.aspx?ID=22135,cpommerening@lyoncsd.org,775-465-2332,"blackberries, grapes, honey, hot peppers, sweet corn, sweet peppers, tomatoes, turkey"
Snowball Ranch Organics,"Snowball Ranch is a family-owned and operated cattle ranch nestled in the beautiful high desert mountains of Nye County Nevada. The McKay family has always operated organically and recently received USDA organic certification for both livestock and crops through CCOF (California Certified Organic Farmers). See NOTE at bottom of page.
The cows enjoy their life on the high mountain range during the summer months and are fed organic hay in the pastures during the cold winter months. The cattle are never exposed to any type of additives, medicines, herbicides, pesticides or artificial fertilizers. The cows are 100% grass-fed and complimented with pure mountain spring water.
The steers are sold as grass-fed at approximately 18+ months of age. For more information please visit our website.
We are currently accepting orders for 2021.
NOTE: While the cattle and the ranch are certified organic and the meat USDA processed, the meat cannot be technically sold as organic because it also requires processing at a certified organic processor, and as of now, there are no such processors in Nevada.","Box 834, Eureka, NV 89316",https://snowballranch.com/,snowballranchnv@gmail.com,775-530-5748,beef
Snyder Livestock,"A family farm located in the high desert of western Nevada, the Snyder family has been ranching in the Mason Valley area since the mid-1800s. The portion of the ranch between Bridge Street and Goldfield Avenue of Yerington has been farmed by the Snyder family for over 100 years.
With a rich Nevada-grown heritage in cattle ranching and crop production, the Snyder’s continue to honor family values while remaining relevant in an ever-advancing world of technology. From branding irons to iPads, the Snyder family is a model for the progressive rancher.
Snyder Livestock has been producing beef cattle for more than 50 years. Their roots in the livestock business started as a cow/calf operation. They now do feed efficiency testing, backgrounding, custom breeding, and more. They also have an annual bull sale on the second weekend in March. For more info, visit their website.
Eddie Snyder, the family patriarch continues to oversee the daily operations of the ranch. Eddie is the man to contact if you are interested in purchasing our quality alfalfa hay.
Jim, the eldest Snyder sibling is in charge of crop production. With his crew of experienced agricultural workers, he directs the production of alfalfa, onions, garlic and specialty crops including vegetables marketed to local retailers and restaurants.
Daughter Lucy Rechel has directed the feedlot operations since the late 1990s. Under her direction, the Snyder’s have developed one of the most advanced bull tests in the western United States. Lucy is very active in the Nevada Beef Council promoting beef business across the state.
John Snyder, the farm’s information technology guru, implements and maintains the company’s varied computer hardware and software systems. With the advances in agricultural technology, the demand for information technology expertise is essential to the success of Snyder’s operations.","165 Osborne Lane, Yerington, NV 89447",http://www.slcnv.com/,lrechel@slcnv.com,775-463-2677,"beef, garlic, hay/straw, onions"
Snyder Onion,"A family farm located in the high desert of western Nevada, the Snyder family has been ranching in the Mason Valley area since the mid-1800s. The portion of the ranch between Bridge Street and Goldfield Avenue of Yerington has been farmed by the Snyder family for over 100 years.
With a rich Nevada-grown heritage in cattle ranching and crop production, the Snyder’s continue to honor family values while remaining relevant in an ever-advancing world of technology. From branding irons to iPads, the Snyder family is a model for the progressive rancher.
Onions grown in Northern Nevada are highly sought after. The local climate makes for a more durable winter onion. Whites, reds, yellows, and sweets thrive in the conditions of the Mason Valley. We’ve been in the onion business for decades, so you can bet we know a good onion when we see it.
Perhaps you have heard of the amazing quality of Nevada’s onions. Maybe you have even tasted onions grown here in the shadow of the Sierra Nevada mountains. Did you enjoy the zesty flavor of the onions? Then you are not alone. Mason Valley is one of the premier onion producing areas in the world, and Snyder Onion is the choice onion producer in the valley. We are not the largest onion grower, but our customers will agree that our onions are second to none.","165 Osborne Lane, Yerington, NV 89447",http://www.slcnv.com/,jsnyder.slcnv@icloud.com,775-463-4448,onions
"Some R Ranch, LLC",We provide farm fresh eggs and lamb for sale to restaurants and the public.,"2100 Right Hand Canyon Rd, Reno, NV 89510",None,jenniferkile1952@gmail.com,775-901-2249,"eggs, lamb"
Starseeds,Starseeds is an urban farm and online marketplace for local and sustainable shopping in the Las Vegas area. We grow hydroponically-grown microgreens and sprouts available for delivery.,"1913 Houston Dr, Las Vegas, NV 89104",https://starseedslv.com/,jessicatravi@hotmail.com,702-427-9149,microgreens
Steninger Ranching,None,"Box 281570, Lamoille, NV 89828",http://www.steninger.us/beef/,rex@steninger.org,775-753-6466,beef
Sterling Farms,"Sterling Farms boasts a greenhouse of hydroponics where the sweet smell of basil permeates the air, and plants from seedling stage to maturity line multiple tables. The greenhouses also produce eggplant, tomatoes and peppermint.","Reno, NV 89502",http://sterlingfarmshydroponics.com/,jeannie-damonte@yahoo.com,775-856-4769,"basil, eggplant, herbs, lettuce, tomatoes, wheat grass"
Sterling Farms,"Sterling Farms boasts a greenhouse of hydroponics where the sweet smell of basil permeates the air, and plants line multiple tables from seedling stage to maturity. The greenhouses also produce eggplant, tomatoes and peppermint.
Find our seedling starts at the Great Basin Community Food Co-op and local farmers markets. We also sell to local restaurants providing seasonal custom-grown herbs and vegetables.","PO Box 19036, Reno, NV 89511",None,sterlingfarms@yahoo.com,775-856-4769,"eggplant, herbs, nursery plants, tomatoes"
Stodieck Farm LLC,"Stodieck Family Farm has been owned and operated since 1868. We raise Black Angus cattle, grow alfalfa, grass and three-way (oat,wheat,barley) hay. We also do custom farming.","1367 Wilhelm Place, Gardnerville, NV 89460",None,megmelandow@Hotmail.com,775-781-7863,hay/straw
Stony Bee’s Honey,"Hi!! We are a small, family-owned, honey bee business. Our family lives off grid and the majority of our bees do too!! They are happy and healthy, and you’ll definitely taste the sweet rewards of their hard work. We look forward to sharing!","Fallon, NV 89406",https://www.stonybeeshoney.com/,stonybeeshoney@yahoo.com,209-409-5600,honey
Sukie’s Microgreen Farmette,"We are an urban “farmette” growing  microgreens for our community – green peas , broccoli , basil , cilantro , mustard mix, radish mix, basic salad mix , spicy salad mix , red acre cabbage, arugula , superfood mix, and more.","Sparks, NV 89431",None,sukiesmicrogreenfarmette@gmail.com,775-224-9186,microgreens
Sundown Mushrooms,"Sundown Mushrooms is couple-owned and operated urban farm, located in the heart of the Las Vegas valley. We grow gourmet, healthful mushrooms.
We are humble, desert mycophiles and would like to share the magic of mushrooming with others.","4301 Baxter Place, Las Vegas, NV 89107",https://sundownmushrooms.com/,myrene@sundownmushrooms.com,702-373-2933,mushrooms
T & T Ranch,"Orchard Raised Certified Organic Eggs
T & T Ranch, located in Amargosa Valley, has a history rich in agriculture dating back to the early 1900s, with a variety of products being produced continuously since the ranch was started.
The focus of the farm has evolved into producing organic eggs, produced with chickens fed 100% organic, soy-free, corn-free chicken feed. Our chickens are orchard raised, and the eggs come from heritage chickens, which are breeds recognized by the American Poultry Association prior to the 20th century and must be slow growing, naturally mated and able to live a vigorous life outdoors.","18 S Powerline Rd, Amargosa Valley NV 89020",http://www.tandtranch.com/,michael.delee@tandtranch.com,775-372-5510,"eggs, pumpkins"
Tahoe Living Greens,None,"905 Creek View Drive, Reno, NV., 89511",https://tahoelivinggreens.com/,tahoelivinggreens@gmail.com,309-287-7550,"micro-greens, salad greens, sprouts, wheat grass"
Tea House Gardens,"We have been a three-season Nevada Dept. of Agriculture certified producer of fresh vegetables, fruit and eggs in east Washoe Valley since 2011. We grow heritage vegetable and fruit varieties, offer free-range eggs, and honey from our one-acre microfarm. Our production uses no chemical fertilizers or pesticides, uses Integrated Pest Management, minimal till, sequential planting, and multi-cropping methods. We strive to employ the best environmental processes. We also propagate local heritage apple trees and sponsor the Washoe Valley Cider Squeeze in October.","3220 Churchill Dr., Carson City, NV 89704",None,Teahousefarm@gmail.com,775-745-8936,"arugula, basil, beets, carrots, chinese greens, eggs, fresh herbs, garlic, honey, kale, melons, peaches, peas, salad greens, spinach, swiss chard, tomatoes, turnips"
The Las Vegas Farm,"The Las Vegas Farm is an “agricultural time capsule” that produces fresh, local honey and eggs as well as fruits and vegetables in the Northwest part of the Las Vegas Valley. Proceeds from the sales of our products benefit our nonprofit organization, Barn Buddies Rescue, whose mission is to provide holistic care and shelter for rescued farm animals. The Farm is open to the public every Saturday & Sunday and hosts special events throughout the year. 
Come visit The Farm for a taste of the country in Nevada’s largest city Las Vegas.","7222 W. Grand Teton Drive, Las Vegas, NV 89131",http://thelasvegasfarm.com/,Contact@TheLasVegasFarm.com,702-982-8000,"baked goods/bread, basil, beets, broccoli, cabbage, cantaloupe, carrots, corn, cucumbers, dill, eggplant, eggs, garlic, honey, hot peppers, jams/jellies, melons, okra, peppers, summer squash, tomatoes, watermelon, winter squash, zucchini"
The Radish Hotel,We are an urban family farm and homestead. We practice sustainable agriculture and aim to contribute more to our environment than what we take. Our goal is to help those around us eat well and eat local.,"944 5th St., Sparks, NV 89431",None,jonestwin@gmail.com,775- 250-9063,
Trimmer Outpost & Ranch One,"Trimmer Outpost is located in historic Genoa, Nevada, nestled at the base of the eastern slope of the Sierra Nevada in the captivating Carson Valley. At Trimmer Outpost, the restored late 1800s house and barn, a large yard and small arena accommodate birthday parties, special events and weddings.
Our family-owned Ranch One sells locally-raised, all-natural, grass-fed beef that are raised in Carson Valley and sold to fine restaurants, grocery stores and direct to customers.","2276 Main St., PO Box 72, Genoa, NV 89411",http:,TrimmerOutpost@gmail.com,775-782-2518,"baked goods/bread, beef, jams/jellies, jerky"
Two Ravens Farm,"Jaime and Kevin Sammons began farming at Two Ravens Farm in Fallon in May of 2016 with the intent of providing unusual, heirloom produce to local restaurants, farmers markets, food hubs, friends and family. We practice only environmentally-friendly farming techniques and have a farm rich in biodiversity. We specialize in unique peppers and are especially fond of extra spicy ones!","3480 Schurz Highway, Fallon, NV 89406",None,tworavensfarmnv@yahoo.com,775-342-9463,"hot peppers, peppers, sweet peppers"
Urban Fresh Farms – Indoor Farming Co-op,"Meet Nevada’s newest hydroponic vegetable farm – locally grown microgreens and vegetables, harvested daily! We deliver fresh daily to the Las Vegas Valley.
The Indoor Farming Co-op is a network of local, sustainable farms that grow nutritious, high-quality fruits and vegetables. We have been growing locally for Las Vegas since 2014. Look for our produce in fine dining establishments in Southern Nevada.","4770 Wynn Rd, Las Vegas, NV 89135",https://indoorfarmingco.com/,sales@indoorfarmingco.com,702-701-1325,microgreens
Urban Hydro Greens,None,"6380 McLeod Dr, Ste 4, Las Vegas, NV 89120",http://www.urbanhydrogreens.com/,info@urbanhydrogreens.com,702-334-0863,micro-greens
Valencia Ranch,"We are a family farm in Northern Nevada supplying seasonal crops and our specialty crops of tomatoes, peppers, and cucumbers. We also have a small farm shop called Homemade by the Valencia Ranch where we can and preserve all the produce that doesn’t sell at market. We also craft homemade bath and body products as well!","Dayton, NV 89403",https://www.thevalenciaranch.com/,thevalenciaranch@gmail.com,702-275-1923,"apples, cabbage, carrots, cherries, cilantro, corn, cucumbers, grapes, green beans, green onions, lettuce, melons, peppers, pumpkin, radish, strawberries, tomatillos, tomatoes, watermelon"
Valley Sod Farms,None,"3725 West Teco Ave. Suite 9, Las Vegas, NV. 89118",http://www.valleysod.com/,mike@valleysod.com,702-645-4070,grass
Virginia Foothill Gardens,"Garden fresh garlic, tomatoes, cucumbers, melons, jalapenos and other peppers in season . Neighborhood farm stand during the growing season.","14560 Virginia Foothill Dr., Reno, NV 89511",None,gofrontier@aol.com,775-232-9631,"apples, beans, blackberries, cantaloupe, cucumbers, eggplant, garlic, green beans, hearts o' gold melons, honey, hot peppers, nursery plants, peaches, peppers, plants, radish"
VitalBeeBuds LLC,"Located in Gardnerville, VitalBeeBuds grows pollinators’ favorite forage to enhance harvest, habitat, and pollinator populations of insects, both native and non-native. Perennials and sub-shrubs are researched carefully for our climate, are germinated in an off-the-grid greenhouse, then transplanted into pots that can be sown directly into the planting hole, pot and all.
Please visit our Facebook page and website for updates on next rounds of plants, plant care, farm stand hours and schedules for when VitalBeeBuds will be at farmers markets and special events.","Gardnerville, NV 89460",https://www.vitalbeebuds.com/,info@vitalbeebuds.com,775-232-7869,nursery plants
VT Bar Craft Beef,"VT Bar Crafty Beef is a family-owned and operated farm. We breed and raise purebred and crossbred Waygu cattle. We offer whole beef, beef sides, quarters and individual cuts. Call us for details.","1075 Allen Road, Battle Mountain, NV 89820",None,Brian@vtbarcraftbeef.com,775-225-0287,beef
Wadsworth Ranching Co.,"Wadworth Ranching Company is owned by Matt  Wadsworth who inherited management of the ranch from his father John. The  ranch is located in Panaca, one of the oldest continuously occupied settlements in Southern Nevada. Panaca was founded in 1864 and the first Wadsworth arrived in 1867. There has been one or more Wadsworths raising cattle and farming ever since. The ranch offers beef and lamb for sale.","Box 407. Panaca, NV 89042",None,wranchingco@hotmail.com,775-728-4292,"beef, lamb, wool"
Wallis Farms,"Wallis Farms is located on a one-acre parcel in rural, Southern Nevada. Our family farm provides many seasonal crops, specializing in microgreens, salad greens, tomatoes, peppers, cut flowers, seedlings/plant starts and eggs.
Wallis Farms also makes soap and other natural bath and body products, and we pride ourselves on the use of only natural plant-based colorants and pure therapeutic grade essential oils.
You can purchase from our farm by contacting us via Instagram and at the farmers market on Saturday mornings at Tractor Supply Company in Pahrump.","Pahrump, NV 89060",https://www.wallisfamilyhomestead.com/,Wallisfamfarm@gmail.com,702-813-6352,"arugula, basil, beets, broccoli, brussels sprouts, cabbage, cantaloupe, carrots, cauliflower, cucumbers, dill, eggplant, flowers, green beans, herbs, hot peppers, leeks, lettuce, luffa, melons, microgreens, okra, onions, peas, peppers, pumpkins, summer squash, sweet peppers, tomatillos, tomatoes, watermelon, zucchini"
Washoe State Nursery,"The Nevada Division of Forestry Washoe State Tree Nursery supplies trees, shrubs, grasses, and perennials native or adapted to the Great Basin and Sierra Nevada. The state nursery program can produce up to 200,000 plants each year and has experience growing 250 different plant species. The nurseries grow 95% of their nursery stock from seed or cuttings. The nursery also provides custom growing services. See our website for eligibility requirements to purchase plants.","885 Eastlake Blvd., Washoe Valley, NV, 89704",http://forestry.nv.gov/ndf-state-forest-nurseries/washoe-state-tree-nursery/,rsharrer@forestry.nv.gov,775-849-0213,nursery plants
Washoe Valley Mushrooms,"Washoe Valley Mushrooms is a family-owned business dedicated to producing the finest quality gourmet mushrooms. Our efficient and sustainable methods allow us to cultivate and supply mushrooms year-round. We strive to provide only the highest quality mushrooms, grown on our farm using organic growing methods. We produce Shiitake and Lion’s Mane mushrooms.","3975 Doc Olena Court, Washoe Valley, NV. 89704",https://washoevalleymushrooms.com/,mushrooms@washoevalleymushrooms.com,775-800-1676,mushrooms
Welcome Lavender,"Welcome Lavender offers high-quality lavender, locally grown and hand-harvested in south suburban Reno for fragrant and culinary uses. The products are all natural, and no pesticides or herbicides are used on the plants or in the soil. Multiple lavender products are available including fresh lavender bundles in late June and early July; dried lavender bundles; dried lavender bouquets in handmade wood boxes and rustic wooden vases; flower bud sachets in several shapes and sizes including organza bags and handcrafted fabric bags ; wreaths and wall hangings; lavender essential oil and hydrosol; wraps and eye pillows; and culinary lavender.","13255 Welcome Way, Reno, NV 89511",None,welcomelavender@att.net,775-853-6911,"lavender, lavender products"
Western Turf & Hardscapes,None,"465 Tacchino St., Reno, NV 89511",http://www.westernturf.com/,info@westernturf.com,775-356-8873,"grass, turf"
Workman Farms Produce,"Grower of the famous Heart O’ Gold Cantaloupe and farm fresh produce since 1964- Fallon, NV","4990 Reno Hwy, Fallon, NV 89406",https://workmanfarmsproduc.wixsite.com/fallon,Workmanfarmsproduce@yahoo.com,775-867-2674,"apricots, basil, cantaloupe, chard, cilantro, corn, cucumbers, eggplant, fresh herbs, green beans, hot peppers, peppers, potatoes, summer squash, sweet corn, sweet peppers, tomatoes, watermelon"
Yamamoto Farms,"Located in South Reno, the family farm is focused on seasonal Asian produce for local markets. Utilizing biodynamic farming and regenerative agricultural methods alongside good old fashioned know-how and hard work to bring really cool and very tasty vegetables directly to local chefs and homes.","290 Kietzke Lane, Reno, NV 89502",http://daytonvalleyturf.com/yamamoto-family/,cyamamoto@daytonvalleyturf.com,775-337-2992,"eggplant, lettuce, salad greens, tomatoes"
Yellow Petal Flower Farm,"Our small two acre family farm is tucked away in the high desert and quiet community of Dayton, Nevada. Our goal is to provide our local community with a beautiful variety of farm fresh flowers which are grown using responsible and sustainable practices.","Dayton, Nevada 89403",https://yellowpetalflowerfarm.com/,kim@yellowpetalflowerfarm.com,775-721-1919,"flowers, fresh flowers, nursery plants"
